Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.
-------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2018.3 (lin64) Build 2405991 Thu Dec  6 23:36:41 MST 2018
| Date         : Sun Sep  6 09:56:26 2020
| Host         : DESKTOP-VO2BSI1 running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file ./fpga_project/e-class/core_syn_area.txt
| Design       : fpga_top
| Device       : 7a35ticsg324-1L
| Design State : Synthesized
-------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------------------------------------------+-----------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                                         Instance                                        |                  Module                 | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
|         s_xactor_spi_f_rd_addr                                                          |                               FIFO2_201 |         12 |         12 |       0 |    0 |    18 |      0 |      0 |            0 |
|         s_xactor_spi_f_rd_data                                                          |               FIFO2__parameterized0_202 |         36 |         36 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_spi_f_wr_addr                                                          |                               FIFO2_203 |         13 |         13 |       0 |    0 |    18 |      0 |      0 |            0 |
|         s_xactor_spi_f_wr_data                                                          |               FIFO2__parameterized1_204 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_spi_f_wr_resp                                                          |               FIFO2__parameterized2_205 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|         spi_rx_fifo                                                                     |                               SizedFIFO |        348 |        348 |       0 |    0 |   173 |      0 |      0 |            0 |
|         spi_tx_fifo                                                                     |                           SizedFIFO_206 |        163 |        163 |       0 |    0 |   173 |      0 |      0 |            0 |
|     sync_request_to_dm                                                                  |               SyncFIFO1__parameterized2 |        247 |        247 |       0 |    0 |    46 |      0 |      0 |            0 |
|     sync_response_from_dm                                                               |               SyncFIFO1__parameterized3 |          5 |          5 |       0 |    0 |    39 |      0 |      0 |            0 |
|     uart_cluster                                                                        |                          mkuart_cluster |       2556 |       2556 |       0 |    0 |  3812 |      0 |      0 |            0 |
|       (uart_cluster)                                                                    |                          mkuart_cluster |          1 |          1 |       0 |    0 |     0 |      0 |      0 |            0 |
|       c2m_xactor_f_rd_addr                                                              |                               FIFO2_100 |         19 |         19 |       0 |    0 |    32 |      0 |      0 |            0 |
|       c2m_xactor_f_rd_data                                                              |               FIFO2__parameterized0_101 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_addr                                                              |                               FIFO2_102 |         19 |         19 |       0 |    0 |    32 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_data                                                              |               FIFO2__parameterized1_103 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|       c2m_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_104 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       c2s_xactor_f_rd_addr                                                              |                               FIFO2_105 |         19 |         19 |       0 |    0 |    32 |      0 |      0 |            0 |
|       c2s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_106 |         40 |         40 |       0 |    0 |    70 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_addr                                                              |                               FIFO2_107 |         19 |         19 |       0 |    0 |    32 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_108 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |            0 |
|       c2s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_109 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_addr                                                      |                               FIFO2_110 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_rd_data                                                      |               FIFO2__parameterized0_111 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_addr                                                      |                               FIFO2_112 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_data                                                      |               FIFO2__parameterized1_113 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       err_slave_s_xactor_f_wr_resp                                                      |               FIFO2__parameterized2_114 |          5 |          5 |       0 |    0 |     5 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_0                                                               |                   FIFO2__parameterized3 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_1                                                               |               FIFO2__parameterized3_115 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_mis_2                                                               |               FIFO2__parameterized3_116 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_rd_sjs_0                                                               |               FIFO2__parameterized2_117 |         43 |         43 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_0                                                               |               FIFO2__parameterized3_118 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_1                                                               |               FIFO2__parameterized3_119 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_mis_2                                                               |               FIFO2__parameterized3_120 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_v_f_wr_sjs_0                                                               |               FIFO2__parameterized2_121 |         12 |         12 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_addr                                           |                               FIFO2_122 |         33 |         33 |       0 |    0 |    32 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_rd_data                                           |               FIFO2__parameterized0_123 |         39 |         39 |       0 |    0 |    70 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_addr                                           |                               FIFO2_124 |         70 |         70 |       0 |    0 |    32 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_data                                           |               FIFO2__parameterized1_125 |          3 |          3 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_from_masters_0_f_wr_resp                                           |               FIFO2__parameterized2_126 |          6 |          6 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_addr                                              |                               FIFO2_127 |         10 |         10 |       0 |    0 |    16 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_rd_data                                              |               FIFO2__parameterized0_128 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_addr                                              |                               FIFO2_129 |         10 |         10 |       0 |    0 |    16 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_data                                              |               FIFO2__parameterized1_130 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_0_f_wr_resp                                              |               FIFO2__parameterized2_131 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_addr                                              |                               FIFO2_132 |         10 |         10 |       0 |    0 |    16 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_rd_data                                              |               FIFO2__parameterized0_133 |         38 |         38 |       0 |    0 |    68 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_addr                                              |                               FIFO2_134 |         10 |         10 |       0 |    0 |    16 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_data                                              |               FIFO2__parameterized1_135 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_1_f_wr_resp                                              |               FIFO2__parameterized2_136 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_addr                                              |                               FIFO2_137 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_rd_data                                              |               FIFO2__parameterized0_138 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_addr                                              |                               FIFO2_139 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_data                                              |               FIFO2__parameterized1_140 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |            0 |
|       fabric_xactors_to_slaves_2_f_wr_resp                                              |               FIFO2__parameterized2_141 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |            0 |
|       uart0                                                                             |                                  mkuart |        926 |        926 |       0 |    0 |  1398 |      0 |      0 |            0 |
|         (uart0)                                                                         |                                  mkuart |         58 |         58 |       0 |    0 |   166 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_149 |        124 |        124 |       0 |    0 |    16 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_150 |         43 |         43 |       0 |    0 |    68 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_151 |         22 |         22 |       0 |    0 |    16 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_152 |         40 |         40 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_153 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|         user_ifc_uart_baudGen_rBaudCounter                                              |                             Counter_154 |        113 |        113 |       0 |    0 |    16 |      0 |      0 |            0 |
|         user_ifc_uart_fifoRecv                                                          |           SizedFIFO__parameterized0_155 |        287 |        287 |       0 |    0 |   523 |      0 |      0 |            0 |
|         user_ifc_uart_fifoXmit                                                          |           SizedFIFO__parameterized0_156 |        234 |        234 |       0 |    0 |   523 |      0 |      0 |            0 |
|       uart1                                                                             |                              mkuart_142 |        925 |        925 |       0 |    0 |  1398 |      0 |      0 |            0 |
|         (uart1)                                                                         |                              mkuart_142 |         58 |         58 |       0 |    0 |   166 |      0 |      0 |            0 |
|         s_xactor_f_rd_addr                                                              |                               FIFO2_143 |        124 |        124 |       0 |    0 |    16 |      0 |      0 |            0 |
|         s_xactor_f_rd_data                                                              |               FIFO2__parameterized0_144 |         43 |         43 |       0 |    0 |    68 |      0 |      0 |            0 |
|         s_xactor_f_wr_addr                                                              |                               FIFO2_145 |         22 |         22 |       0 |    0 |    16 |      0 |      0 |            0 |
|         s_xactor_f_wr_data                                                              |               FIFO2__parameterized1_146 |         40 |         40 |       0 |    0 |    66 |      0 |      0 |            0 |
|         s_xactor_f_wr_resp                                                              |               FIFO2__parameterized2_147 |          5 |          5 |       0 |    0 |     4 |      0 |      0 |            0 |
|         user_ifc_uart_baudGen_rBaudCounter                                              |                                 Counter |        113 |        113 |       0 |    0 |    16 |      0 |      0 |            0 |
|         user_ifc_uart_fifoRecv                                                          |               SizedFIFO__parameterized0 |        287 |        287 |       0 |    0 |   523 |      0 |      0 |            0 |
|         user_ifc_uart_fifoXmit                                                          |           SizedFIFO__parameterized0_148 |        233 |        233 |       0 |    0 |   523 |      0 |      0 |            0 |
|   xadc_wiz_inst                                                                         |                              xadc_wiz_0 |        159 |        159 |       0 |    0 |   237 |      0 |      0 |            0 |
|     inst                                                                                |          xadc_wiz_0_xadc_wiz_0_axi_xadc |        159 |        159 |       0 |    0 |   237 |      0 |      0 |            0 |
|       (inst)                                                                            |          xadc_wiz_0_xadc_wiz_0_axi_xadc |          1 |          1 |       0 |    0 |    32 |      0 |      0 |            0 |
|       AXI_LITE_IPIF_I                                                                   |     xadc_wiz_0_xadc_wiz_0_axi_lite_ipif |        106 |        106 |       0 |    0 |    61 |      0 |      0 |            0 |
|         I_SLAVE_ATTACHMENT                                                              |  xadc_wiz_0_xadc_wiz_0_slave_attachment |        106 |        106 |       0 |    0 |    61 |      0 |      0 |            0 |
|           (I_SLAVE_ATTACHMENT)                                                          |  xadc_wiz_0_xadc_wiz_0_slave_attachment |         17 |         17 |       0 |    0 |    35 |      0 |      0 |            0 |
|           I_DECODER                                                                     |   xadc_wiz_0_xadc_wiz_0_address_decoder |         89 |         89 |       0 |    0 |    26 |      0 |      0 |            0 |
|       AXI_XADC_CORE_I                                                                   |     xadc_wiz_0_xadc_wiz_0_xadc_core_drp |         16 |         16 |       0 |    0 |    56 |      0 |      0 |            0 |
|       INTR_CTRLR_GEN_I.INTERRUPT_CONTROL_I                                              | xadc_wiz_0_xadc_wiz_0_interrupt_control |         27 |         27 |       0 |    0 |    69 |      0 |      0 |            0 |
|       SOFT_RESET_I                                                                      |        xadc_wiz_0_xadc_wiz_0_soft_reset |          9 |          9 |       0 |    0 |    19 |      0 |      0 |            0 |
+-----------------------------------------------------------------------------------------+-----------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+


